"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0400000US56","Wyoming","230252","3746","5.3","0.8","3.4","0.6","9.4","0.9","9.9","1.0","13.0","1.0","18.2","1.2","13.9","1.2","16.2","1.4","5.9","0.9","4.9","0.7","61584","1401","81935","3076","29.0","(X)","(X)","(X)","(X)","(X)","144525","4783","2.8","0.7","1.5","0.5","5.5","1.0","6.9","1.0","12.3","1.2","18.3","1.5","16.7","1.5","21.3","1.8","8.1","1.4","6.6","1.0","78352","2788","98769","4482","(X)","(X)","29.6","(X)","(X)","(X)","116706","4219","1.0","0.5","0.8","0.4","3.6","0.9","5.0","1.0","11.3","1.3","17.7","1.7","18.6","1.7","24.5","2.2","9.5","1.5","7.9","1.2","88079","3494","108010","4277","(X)","(X)","(X)","(X)","(X)","(X)","85727","4781","10.2","1.9","6.5","1.3","16.7","2.2","15.9","1.9","14.6","2.0","17.9","2.1","8.1","1.7","6.1","1.5","2.2","0.7","1.8","0.7","35631","2531","50447","3335","(X)","(X)","(X)","(X)","26.7","(X)"
"0400000US72","Puerto Rico","1179637","9819","26.9","0.7","12.2","0.5","18.9","0.7","11.9","0.5","12.3","0.5","9.6","0.5","3.8","0.3","2.7","0.3","0.7","0.1","1.0","0.2","20296","426","32044","714","33.5","(X)","(X)","(X)","(X)","(X)","791354","11339","21.1","0.7","10.2","0.5","19.6","0.7","13.3","0.6","14.1","0.7","11.7","0.6","4.4","0.4","3.4","0.4","0.8","0.2","1.3","0.2","24482","466","36583","885","(X)","(X)","35.8","(X)","(X)","(X)","438070","8214","10.0","0.7","8.6","0.7","19.7","1.0","14.1","0.8","17.0","1.0","15.7","0.9","6.4","0.6","5.1","0.6","1.3","0.3","2.2","0.4","32812","1079","47622","1501","(X)","(X)","(X)","(X)","(X)","(X)","388283","7736","41.7","1.3","16.5","1.0","18.2","1.1","8.4","0.8","7.6","0.7","4.4","0.6","1.5","0.3","1.0","0.3","0.4","0.2","0.3","0.1","12222","382","20170","979","(X)","(X)","(X)","(X)","26.7","(X)"
"310M400US10140","Aberdeen, WA Micro Area","27674","1615","8.4","2.8","4.1","1.6","12.8","2.8","12.3","3.3","13.6","4.2","22.7","4.8","11.1","2.5","9.5","2.1","3.4","1.7","2.1","1.2","48255","6637","61780","6366","36.9","(X)","(X)","(X)","(X)","(X)","17388","1590","3.8","2.2","1.8","1.2","7.0","3.2","13.1","4.9","13.4","5.4","26.6","6.4","12.7","3.3","13.4","3.6","5.0","2.6","3.3","1.8","58866","8171","76713","9734","(X)","(X)","39.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66894","5047","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10286","1424","18.5","7.2","8.2","3.9","23.9","5.6","14.9","6.0","12.0","5.5","13.1","6.3","6.8","3.5","2.5","2.0","0.2","0.4","0.0","1.7","24470","5787","32443","4036","(X)","(X)","(X)","(X)","28.8","(X)"
"310M400US10180","Abilene, TX Metro Area","61527","1787","5.5","1.3","5.6","1.3","10.0","2.1","12.9","2.0","17.7","2.7","16.1","2.5","11.7","2.0","12.4","2.3","4.4","1.2","3.6","1.0","48021","3020","66725","3576","30.2","(X)","(X)","(X)","(X)","(X)","40923","1994","3.9","1.8","3.4","1.4","7.4","1.9","10.9","2.7","16.5","2.8","16.4","3.0","15.3","2.6","16.4","2.8","5.2","1.6","4.7","1.4","60635","6307","77613","4425","(X)","(X)","30.7","(X)","(X)","(X)","30289","2145","0.6","0.6","1.3","0.9","3.4","1.6","10.0","2.8","14.9","3.2","18.6","3.6","18.5","3.3","20.3","3.3","6.7","2.0","5.9","1.8","76327","4714","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20604","2011","11.0","3.2","10.6","3.1","16.8","4.6","15.3","3.7","19.4","5.3","14.3","3.7","5.3","2.5","4.6","2.5","1.6","1.4","1.2","1.0","31515","4542","42194","3890","(X)","(X)","(X)","(X)","27.5","(X)"
"310M400US10300","Adrian, MI Micro Area","38388","1194","4.2","1.6","4.6","1.4","10.5","2.1","10.4","2.2","14.9","2.2","21.1","2.8","14.3","2.4","13.7","2.3","3.1","1.1","3.3","1.2","55378","2931","70326","4455","39.1","(X)","(X)","(X)","(X)","(X)","25874","1483","2.5","1.4","1.4","0.7","6.9","2.8","6.1","1.9","16.1","3.1","24.0","3.6","17.6","2.7","17.6","3.2","3.4","1.4","4.4","1.7","64293","3871","82629","6150","(X)","(X)","36.8","(X)","(X)","(X)","19347","1320","0.9","0.6","1.0","0.7","3.9","2.0","4.3","1.9","14.6","3.3","23.1","4.1","20.8","3.5","22.1","4.1","4.3","1.8","4.8","2.0","76768","3414","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12514","1299","9.2","3.7","10.9","3.8","23.7","5.1","17.9","5.0","12.5","3.6","13.0","4.0","5.2","2.8","5.6","3.6","1.6","1.5","0.4","0.6","27484","3358","40311","4764","(X)","(X)","(X)","(X)","40.8","(X)"
"310M400US10380","Aguadilla-Isabela, PR Metro Area","109531","3552","30.2","2.3","14.5","1.6","20.1","1.9","11.6","1.2","10.3","1.3","7.8","1.5","2.4","0.8","1.8","0.7","0.5","0.3","0.7","0.4","17064","850","27278","2133","35.5","(X)","(X)","(X)","(X)","(X)","78881","3640","26.5","2.2","11.7","1.5","21.3","2.3","13.4","1.6","11.7","1.6","9.1","1.8","2.8","1.1","2.4","0.9","0.5","0.3","0.8","0.4","19685","1256","30488","2822","(X)","(X)","37.4","(X)","(X)","(X)","46800","2948","14.8","2.7","10.0","1.9","22.7","3.2","14.6","2.2","15.1","2.5","12.8","2.5","4.6","1.9","3.7","1.5","0.7","0.4","1.2","0.7","26366","1955","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30650","2632","46.4","4.2","19.9","3.7","15.4","3.1","7.9","2.1","5.7","2.0","2.5","1.5","1.1","0.9","0.2","0.4","0.6","0.7","0.3","0.5","10876","981","16612","2012","(X)","(X)","(X)","(X)","28.6","(X)"
"310M400US10420","Akron, OH Metro Area","287044","3426","5.8","0.8","4.3","0.8","10.2","1.0","8.9","0.9","12.7","1.1","17.7","1.1","14.0","1.0","15.3","0.9","6.0","0.7","5.0","0.5","60019","1949","79792","2215","29.3","(X)","(X)","(X)","(X)","(X)","173931","3663","3.1","0.7","1.7","0.6","5.4","0.9","7.5","1.2","10.5","1.1","18.3","1.4","15.8","1.2","21.2","1.2","9.0","1.0","7.4","0.9","79692","2266","100288","3112","(X)","(X)","30.9","(X)","(X)","(X)","126155","3877","0.9","0.3","0.5","0.3","2.6","0.6","4.4","0.9","9.3","1.2","18.3","1.6","17.3","1.5","25.2","1.6","11.7","1.4","9.8","1.2","94742","2713","117399","4219","(X)","(X)","(X)","(X)","(X)","(X)","113113","4333","10.8","1.6","8.5","1.7","18.0","1.9","12.7","1.6","16.1","1.9","16.4","1.7","9.7","1.6","6.0","1.2","0.7","0.3","1.0","0.3","34936","3088","45416","2009","(X)","(X)","(X)","(X)","25.5","(X)"
"310M400US10460","Alamogordo, NM Micro Area","23747","1492","15.1","5.0","5.5","2.5","10.3","4.0","10.1","3.3","16.5","4.8","19.7","4.7","11.2","3.2","7.0","2.6","3.3","1.8","1.4","1.0","42591","6318","53601","6698","33.0","(X)","(X)","(X)","(X)","(X)","13748","1449","8.5","5.5","2.4","1.9","11.6","5.5","11.5","4.7","7.3","2.9","25.7","7.0","15.8","5.2","11.0","4.3","4.0","2.6","2.3","1.6","52029","5047","67662","10191","(X)","(X)","37.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","55200","9835","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9999","1479","24.5","8.5","10.2","5.4","9.8","4.5","8.3","4.0","27.3","9.5","12.1","6.0","4.8","3.8","0.9","1.0","2.3","3.1","0.0","1.7","28405","11716","33497","6859","(X)","(X)","(X)","(X)","27.1","(X)"
"310M400US10500","Albany, GA Metro Area","56348","2205","11.9","2.4","5.9","1.7","10.5","2.1","10.4","2.3","17.4","2.9","19.7","2.3","9.6","2.1","9.3","1.6","3.3","1.3","2.0","0.8","44896","3485","59445","4201","45.0","(X)","(X)","(X)","(X)","(X)","36364","2198","8.1","2.8","4.0","1.9","8.0","2.2","11.2","2.7","15.5","3.1","20.8","3.5","12.4","2.9","12.2","2.6","4.6","1.8","3.1","1.3","53322","4051","70914","6277","(X)","(X)","43.4","(X)","(X)","(X)","22309","1713","2.1","1.6","1.3","1.0","3.7","1.6","7.2","2.7","12.1","3.5","27.3","4.7","16.0","4.0","18.0","4.1","7.4","2.9","4.9","2.1","71997","4507","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19984","2344","20.1","4.4","9.5","3.3","16.8","4.4","9.8","3.6","20.9","6.1","15.8","4.3","2.9","1.8","2.9","1.7","1.1","1.1","0.2","0.3","28600","4453","35342","3174","(X)","(X)","(X)","(X)","44.3","(X)"
"310M400US10540","Albany, OR Metro Area","48464","952","4.0","1.7","5.4","1.6","10.4","2.3","8.1","2.0","17.1","3.6","22.3","3.1","12.2","2.6","13.3","2.6","3.9","1.3","3.3","1.3","54113","4736","68989","4904","28.7","(X)","(X)","(X)","(X)","(X)","33226","1692","2.9","1.6","4.2","2.2","6.4","1.9","7.1","2.2","16.4","4.2","22.3","3.9","14.3","2.9","17.0","3.8","5.1","1.8","4.3","1.9","64303","3594","77248","5447","(X)","(X)","27.7","(X)","(X)","(X)","25582","1868","1.6","1.1","2.9","2.2","3.5","1.7","5.7","2.3","13.6","4.0","24.0","4.5","16.7","3.5","20.2","4.8","6.3","2.2","5.5","2.5","73606","5993","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15238","1646","8.1","4.0","11.2","3.8","20.2","6.0","8.4","3.1","18.1","5.4","20.2","4.7","7.7","4.1","3.6","2.2","1.4","1.1","1.2","1.5","37630","5928","47197","10177","(X)","(X)","(X)","(X)","27.9","(X)"
"310M400US10580","Albany-Schenectady-Troy, NY Metro Area","353746","4847","4.8","0.6","3.4","0.5","8.0","0.7","7.6","0.8","11.4","0.8","17.3","0.9","13.8","0.9","19.3","0.9","7.7","0.6","6.6","0.5","71301","1384","89946","1954","32.6","(X)","(X)","(X)","(X)","(X)","213249","5484","2.9","0.6","1.1","0.4","4.3","0.7","6.0","1.0","8.8","0.8","16.4","1.1","15.6","1.2","24.6","1.4","11.0","0.9","9.5","0.9","91437","2294","110234","2754","(X)","(X)","32.4","(X)","(X)","(X)","158760","5124","0.8","0.4","0.5","0.2","2.0","0.5","3.7","0.9","6.7","0.7","15.2","1.1","16.3","1.4","29.2","1.6","13.6","1.2","12.1","1.2","106925","2424","126502","3493","(X)","(X)","(X)","(X)","(X)","(X)","140497","4740","9.0","1.4","7.1","1.2","14.3","1.6","10.3","1.3","16.0","1.6","18.6","1.7","10.5","1.5","10.1","1.2","2.1","0.6","2.0","0.6","43044","2318","55502","2151","(X)","(X)","(X)","(X)","31.6","(X)"
"310M400US10700","Albertville, AL Micro Area","36022","1112","8.9","2.0","8.0","2.2","12.4","3.1","9.6","2.1","12.4","2.6","19.1","3.9","12.6","2.7","11.2","2.0","3.2","1.4","2.8","1.1","47528","5990","63466","5556","38.5","(X)","(X)","(X)","(X)","(X)","24111","1501","6.0","2.2","5.2","2.2","7.5","2.7","8.7","2.4","13.2","3.5","21.4","5.0","14.0","3.4","15.7","3.0","4.7","2.1","3.7","1.5","58143","6482","76203","7455","(X)","(X)","38.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71563","5536","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11911","1333","17.3","5.0","14.6","5.9","22.5","7.0","12.8","4.7","9.6","3.8","12.4","5.2","7.8","4.1","2.0","1.5","0.1","0.1","1.0","1.1","23038","3192","34748","5335","(X)","(X)","(X)","(X)","35.8","(X)"
"310M400US10740","Albuquerque, NM Metro Area","358493","4094","8.4","0.9","5.4","0.7","10.3","0.9","10.6","0.8","14.2","1.0","18.1","1.0","11.3","0.9","12.7","0.9","4.6","0.5","4.6","0.4","51134","1263","71429","2017","29.1","(X)","(X)","(X)","(X)","(X)","218407","5737","5.2","0.8","3.2","0.7","7.0","1.0","9.0","0.9","13.1","1.2","19.9","1.4","13.6","1.2","16.2","1.2","6.3","0.7","6.4","0.8","64583","2069","85921","3309","(X)","(X)","30.8","(X)","(X)","(X)","151101","4789","2.2","0.6","1.7","0.5","4.5","0.9","6.1","1.0","12.2","1.3","19.8","1.7","15.6","1.5","20.6","1.6","8.4","0.9","8.9","1.1","78972","2665","102911","4667","(X)","(X)","(X)","(X)","(X)","(X)","140086","5574","14.6","1.7","9.1","1.4","15.7","1.6","13.9","1.7","15.8","1.5","15.0","1.6","6.8","1.0","5.9","1.0","1.6","0.5","1.6","0.4","32017","1563","46005","1880","(X)","(X)","(X)","(X)","25.1","(X)"
"310M400US10780","Alexandria, LA Metro Area","55127","2247","10.3","2.2","4.2","1.1","11.8","2.4","11.9","2.4","14.8","2.9","14.1","2.2","12.4","2.6","13.9","3.0","3.9","1.2","2.5","1.0","47391","2779","64261","3972","28.4","(X)","(X)","(X)","(X)","(X)","37525","2706","6.5","2.4","2.1","1.1","8.2","2.4","8.6","2.2","18.3","3.7","18.4","3.0","13.8","3.0","16.2","3.9","5.1","1.7","2.8","1.3","57839","6137","73020","5787","(X)","(X)","28.7","(X)","(X)","(X)","25312","2302","1.4","1.2","1.4","1.0","4.5","1.8","7.7","2.9","14.5","4.2","17.6","4.0","18.4","4.5","22.8","5.3","7.6","2.5","4.2","2.0","78835","9273","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17602","1962","22.4","4.9","9.2","2.8","19.2","5.0","16.0","4.4","10.4","3.4","6.1","2.5","6.7","3.2","6.9","5.0","1.2","1.2","1.9","1.7","24687","2391","41407","6928","(X)","(X)","(X)","(X)","26.0","(X)"
"310M400US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","320501","3499","4.5","0.7","3.7","0.5","9.0","0.8","9.1","0.8","12.8","0.9","17.0","1.1","13.6","0.9","16.5","1.0","7.1","0.6","6.8","0.6","65929","1838","86386","2019","30.7","(X)","(X)","(X)","(X)","(X)","212489","4637","3.1","0.8","1.6","0.4","5.2","0.7","7.1","0.9","12.1","1.1","16.3","1.1","15.6","1.2","21.0","1.5","9.2","0.8","8.7","0.8","81206","2606","101760","2649","(X)","(X)","31.2","(X)","(X)","(X)","163091","4631","1.3","0.4","0.7","0.3","2.7","0.6","5.7","0.9","10.7","1.2","16.4","1.4","15.9","1.5","24.7","1.8","11.4","1.0","10.5","1.0","94901","2938","114592","3045","(X)","(X)","(X)","(X)","(X)","(X)","108012","4244","9.1","1.6","8.2","1.3","17.1","1.9","13.1","1.4","13.8","1.7","17.7","2.0","9.5","1.4","6.9","1.1","2.3","0.8","2.2","0.8","37692","2719","51903","2905","(X)","(X)","(X)","(X)","28.8","(X)"
"310M400US11020","Altoona, PA Metro Area","51096","1366","6.5","1.7","7.1","1.7","10.9","2.2","11.5","2.2","14.1","2.3","16.8","2.2","14.9","2.6","12.5","2.2","2.6","1.1","3.0","1.4","49942","5629","66095","5417","34.9","(X)","(X)","(X)","(X)","(X)","32833","1637","2.8","1.1","4.1","2.0","5.4","2.1","9.0","2.5","14.3","3.0","20.8","3.2","19.1","3.7","16.0","2.9","4.0","1.7","4.6","2.1","67015","4485","81386","6921","(X)","(X)","35.9","(X)","(X)","(X)","24208","1355","1.2","0.8","1.1","0.8","2.5","1.3","7.2","2.3","12.0","3.2","23.2","3.7","21.5","4.0","20.0","3.8","5.2","2.2","6.0","2.6","77715","3692","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18263","1941","13.9","4.1","12.6","3.3","22.5","5.3","15.6","4.3","14.0","3.5","9.3","2.3","6.5","3.5","5.4","3.0","0.1","0.1","0.3","0.5","25376","3184","36332","4792","(X)","(X)","(X)","(X)","32.0","(X)"
"310M400US11100","Amarillo, TX Metro Area","98518","2047","6.7","1.4","4.7","1.0","10.0","1.5","12.2","1.6","12.3","1.6","19.9","2.1","11.5","1.4","13.5","1.7","4.5","1.0","4.8","1.3","53087","2207","73272","3269","32.8","(X)","(X)","(X)","(X)","(X)","65210","2512","3.8","1.3","1.2","0.6","7.4","1.7","8.7","1.9","13.2","2.5","20.6","2.7","13.6","1.9","17.9","2.5","6.7","1.4","6.7","1.9","68821","4703","89201","4291","(X)","(X)","34.9","(X)","(X)","(X)","48000","2344","0.6","0.4","0.6","0.6","3.1","1.3","6.9","2.0","11.9","2.8","21.1","3.2","16.6","2.5","22.2","3.0","7.9","1.8","8.9","2.6","82038","6113","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33308","2302","12.7","2.8","11.7","2.7","16.5","3.5","19.2","3.6","11.6","2.8","15.9","3.1","6.7","2.0","4.4","1.8","0.2","0.3","1.1","0.7","30335","2213","40503","3142","(X)","(X)","(X)","(X)","28.6","(X)"
"310M400US11180","Ames, IA Metro Area","37290","1491","12.5","3.2","5.0","2.6","7.5","1.8","6.8","2.1","13.8","3.4","20.0","3.0","10.9","2.2","15.3","2.6","3.8","1.6","4.4","2.0","54586","4578","69065","4524","28.7","(X)","(X)","(X)","(X)","(X)","19329","1297","2.5","1.6","5.2","4.6","1.7","0.9","3.8","2.1","8.9","3.1","23.0","4.3","15.1","3.7","24.9","4.7","6.8","2.9","8.1","3.6","81703","5025","97462","7666","(X)","(X)","25.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94607","12729","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17961","1708","23.8","6.3","4.8","2.1","14.1","3.4","11.0","3.8","18.5","5.9","17.3","4.5","6.0","2.7","3.5","1.7","0.6","0.7","0.4","0.6","29568","5022","37020","3680","(X)","(X)","(X)","(X)","32.5","(X)"
"310M400US11260","Anchorage, AK Metro Area","137483","2265","4.1","0.7","2.8","0.7","5.7","0.9","5.6","0.9","9.9","1.1","18.8","1.8","13.7","1.4","19.6","1.8","9.6","1.2","10.3","1.3","81037","4654","103029","3854","31.4","(X)","(X)","(X)","(X)","(X)","92314","3009","2.3","0.8","1.6","0.7","3.7","0.9","4.6","1.2","8.5","1.4","16.8","2.3","14.2","1.7","23.2","2.2","12.3","1.8","12.9","1.7","97481","4808","118769","4870","(X)","(X)","31.8","(X)","(X)","(X)","71917","2908","1.0","0.5","0.7","0.5","2.7","0.8","3.2","1.1","6.3","1.3","15.0","2.5","14.0","1.9","27.1","2.7","14.7","2.2","15.3","2.2","110718","5218","131014","6120","(X)","(X)","(X)","(X)","(X)","(X)","45169","2893","9.2","1.9","5.5","1.6","10.1","2.0","9.4","2.1","13.3","2.2","23.6","3.5","11.9","3.0","9.1","2.0","3.9","1.3","3.9","1.4","51519","2321","64727","4931","(X)","(X)","(X)","(X)","27.7","(X)"
"310M400US11460","Ann Arbor, MI Metro Area","143072","1755","8.5","1.2","3.4","0.9","7.7","1.2","6.5","0.9","10.7","1.2","15.0","1.5","12.1","1.2","15.6","1.4","9.7","1.1","10.9","1.1","71860","3365","101689","3778","29.1","(X)","(X)","(X)","(X)","(X)","82598","2308","3.7","1.0","1.8","0.8","4.1","1.1","4.6","1.1","7.1","1.2","13.5","1.7","14.4","1.7","19.9","1.9","14.4","1.7","16.5","2.0","101935","5441","131756","6120","(X)","(X)","28.5","(X)","(X)","(X)","64252","2398","1.1","0.6","0.9","0.5","1.8","0.9","2.5","0.9","5.4","1.3","13.3","1.8","14.9","1.7","22.8","2.2","17.1","2.2","20.2","2.3","121746","5582","151364","6430","(X)","(X)","(X)","(X)","(X)","(X)","60474","2508","15.5","2.2","6.3","1.9","12.3","1.8","8.6","1.7","16.3","2.5","17.5","2.4","8.4","1.9","9.0","1.8","2.9","1.0","3.0","0.9","40330","1962","58828","4778","(X)","(X)","(X)","(X)","28.7","(X)"
"310M400US11500","Anniston-Oxford-Jacksonville, AL Metro Area","44264","1834","9.6","2.0","5.7","2.1","15.7","2.8","9.8","2.2","11.1","2.0","18.0","3.0","13.0","2.6","11.4","2.3","3.4","1.5","2.2","1.3","45818","5781","61117","5308","38.2","(X)","(X)","(X)","(X)","(X)","30110","1952","3.5","1.5","4.7","2.4","16.4","4.2","7.3","2.3","9.1","2.1","18.5","3.6","18.1","3.5","15.1","3.1","4.4","2.0","2.9","1.8","60889","6943","72662","7334","(X)","(X)","36.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","79610","7401","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14154","1668","23.5","4.8","11.2","4.5","21.5","5.8","9.7","3.8","13.0","3.3","15.1","5.0","2.2","1.6","3.3","2.1","0.0","1.2","0.6","0.7","21657","2539","31355","3835","(X)","(X)","(X)","(X)","36.6","(X)"
"310M400US11540","Appleton, WI Metro Area","94810","1159","3.2","0.8","4.5","1.0","7.9","1.2","8.5","1.3","12.4","1.5","19.8","1.6","15.9","1.7","17.3","1.6","5.9","0.9","4.7","0.9","65826","2825","82092","3128","27.2","(X)","(X)","(X)","(X)","(X)","65382","1874","1.1","0.6","2.6","1.1","4.5","1.2","6.3","1.3","10.9","1.6","19.2","1.9","19.0","2.4","22.0","2.3","8.1","1.3","6.3","1.3","81841","3069","97089","4176","(X)","(X)","26.7","(X)","(X)","(X)","53130","1967","0.4","0.4","1.4","1.0","2.9","1.1","3.7","0.9","9.3","1.7","18.1","2.2","20.9","2.6","25.7","2.6","9.9","1.6","7.6","1.5","91517","3798","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29428","2068","7.9","2.0","9.3","2.3","18.1","3.1","14.5","2.7","16.1","2.8","19.1","3.4","8.6","2.0","4.9","1.6","0.3","0.4","1.2","0.8","35185","3776","44700","2658","(X)","(X)","(X)","(X)","26.5","(X)"
"310M400US11640","Arecibo, PR Metro Area","64093","2379","31.0","2.9","12.5","2.2","19.9","2.8","10.5","2.2","13.4","2.3","8.1","1.8","2.7","1.0","1.3","0.6","0.2","0.3","0.4","0.4","17347","1053","26701","1866","27.4","(X)","(X)","(X)","(X)","(X)","45322","2331","22.1","3.1","11.8","2.4","22.4","3.6","12.0","2.9","15.5","3.1","10.0","2.5","3.7","1.4","1.5","0.8","0.3","0.4","0.6","0.6","20843","2244","31274","2727","(X)","(X)","30.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","27373","3502","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18771","1645","53.1","6.7","15.5","4.4","15.4","4.4","6.7","2.7","7.2","3.6","1.5","1.3","0.4","0.6","0.4","0.6","0.0","1.1","0.0","1.1","9453","1192","13844","1889","(X)","(X)","(X)","(X)","19.9","(X)"
"310M400US11700","Asheville, NC Metro Area","191889","3895","4.7","0.8","6.0","0.9","10.8","1.3","12.1","1.2","13.6","1.2","18.5","1.6","11.8","1.2","13.3","1.1","4.1","0.7","5.0","0.7","52410","1943","75206","3218","26.0","(X)","(X)","(X)","(X)","(X)","115103","3831","1.9","0.7","2.2","0.7","5.9","1.1","9.8","1.4","13.8","1.6","19.8","1.9","15.3","1.7","18.7","1.7","5.8","1.0","6.8","1.1","71452","2696","92663","4103","(X)","(X)","26.8","(X)","(X)","(X)","91976","3370","1.0","0.4","1.1","0.4","4.1","1.0","7.1","1.3","12.4","1.8","20.2","2.0","16.6","1.9","22.1","2.1","7.0","1.2","8.3","1.2","80047","3670","N","N","(X)","(X)","(X)","(X)","(X)","(X)","76786","3614","9.2","1.6","12.2","2.0","18.4","2.7","16.7","2.5","13.2","1.8","15.9","2.9","6.8","1.4","4.0","1.2","1.5","0.8","2.2","0.8","31188","1506","47039","4466","(X)","(X)","(X)","(X)","24.4","(X)"
"310M400US11780","Ashtabula, OH Micro Area","35445","1483","11.3","2.4","6.3","1.8","12.6","2.9","8.7","2.4","14.8","2.4","17.9","2.9","12.6","2.5","10.9","2.5","3.8","1.6","1.1","0.7","46349","4931","60364","6085","30.1","(X)","(X)","(X)","(X)","(X)","22124","1573","6.3","2.6","3.1","1.8","9.3","3.3","6.4","2.2","15.2","3.1","21.2","3.8","16.3","3.0","15.8","3.7","4.8","2.0","1.6","1.1","60447","4872","74030","7674","(X)","(X)","32.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66298","6223","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13321","1609","20.8","4.9","11.5","3.9","20.0","4.9","12.1","4.1","14.8","3.8","10.6","3.6","6.2","3.5","3.2","2.1","0.5","0.8","0.4","0.6","22191","5297","34745","5761","(X)","(X)","(X)","(X)","22.7","(X)"
